Date (Tarih) ,Temperature (Sıcaklık) (°C) ,Dew Point (Çiğ Noktası) (°C) ,Humidity (Nem) % ,Wind Speed (Rüzgar Hızı) (mph) ,Pressure (Basınç) (in) ,Wind (Rüzgar Yönü) ,Condition (Durum)
2021-01-17   ,-0.15                       ,-1.14                        ,           92.59 ,                         13.35 ,                 28.95 ,Kuzey              ,Kar Yağışı
2021-01-18   ,-1.99                       ,-4.31                        ,           84.57 ,                          4.4  ,                 29.79 ,Kuzeydoğu-Doğu     ,Parçalı Bulutlu
2021-01-19   ,-1.89                       ,-4.05                        ,           86.37 ,                          5.06 ,                 29.89 ,Kuzeydoğu-Doğu     ,Açık
2021-01-20   ,2.11                        ,-2.71                        ,           71.88 ,                          7.29 ,                 29.96 ,Güneybatı-Güney    ,Çoğunlukla Bulutlu
2021-01-21   ,7.54                        ,0.0                          ,           59.67 ,                          8.65 ,                 29.98 ,Güney              ,Açık
2021-01-22   ,10.65                       ,3.07                         ,           60.02 ,                          8.06 ,                 29.89 ,Güney              ,Açık
2021-01-23   ,12.18                       ,4.1                          ,           58.96 ,                          8.21 ,                 29.71 ,Güneybatı-Güney    ,Parçalı Bulutlu
2021-01-24   ,12.39                       ,5.8                          ,           64.62 ,                         10.82 ,                 29.52 ,Güney              ,Çoğunlukla Bulutlu
2021-01-25   ,12.71                       ,6.54                         ,           68.15 ,                         13.17 ,                 29.41 ,Güney              ,Çoğunlukla Bulutlu
2021-01-26   ,12.31                       ,8.24                         ,           77.41 ,                          5.94 ,                 29.4  ,Güneybatı-Güney    ,Açık
2021-01-27   ,6.55                        ,3.71                         ,           82.98 ,                         10.56 ,                 29.21 ,Kuzey              ,Karla Karışık Yağmur
2021-01-28   ,2.92                        ,-1.02                        ,           76.69 ,                          6.53 ,                 29.53 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2021-01-29   ,5.79                        ,-0.79                        ,           62.98 ,                         11.61 ,                 29.54 ,Güneybatı-Güney    ,Açık
2021-01-30   ,8.28                        ,4.57                         ,           77.33 ,                          9.63 ,                 29.25 ,Güney              ,Açık
2021-01-31   ,10.13                       ,5.07                         ,           73.33 ,                          6.4  ,                 29.45 ,Güney              ,Açık
2021-02-01   ,15.7                        ,4.03                         ,           46.79 ,                         12.04 ,                 29.42 ,Güney              ,Açık
2021-02-02   ,13.14                       ,8.58                         ,           75.58 ,                          7.21 ,                 29.61 ,Güney              ,Çoğunlukla Bulutlu
2021-02-03   ,12.7                        ,8.55                         ,           77.77 ,                          4.35 ,                 29.69 ,Güneybatı          ,Çoğunlukla Bulutlu
2021-02-04   ,11.97                       ,8.01                         ,           77.71 ,                          7.35 ,                 29.67 ,Batı               ,Açık
2021-02-05   ,12.73                       ,8.75                         ,           78.88 ,                          4.08 ,                 29.77 ,Değişken           ,Açık
2021-02-06   ,11.44                       ,7.44                         ,           77.38 ,                          5.29 ,                 29.68 ,Batı-Güneybatı     ,Açık
2021-02-07   ,12.99                       ,7.96                         ,           73.81 ,                          4.71 ,                 29.62 ,Değişken           ,Açık
2021-02-08   ,16.81                       ,5.16                         ,           47.82 ,                          7.0  ,                 29.44 ,Batı               ,Açık
2021-02-09   ,16.2                        ,8.96                         ,           62.88 ,                         19.04 ,                 29.52 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2021-02-10   ,14.6                        ,8.66                         ,           69.0  ,                         14.98 ,                 29.56 ,Batı-Güneybatı     ,Açık
2021-02-11   ,15.46                       ,6.55                         ,           57.08 ,                         10.57 ,                 29.48 ,Güneybatı          ,Açık
2021-02-12   ,4.55                        ,1.87                         ,           83.85 ,                         10.55 ,                 29.66 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-02-13   ,0.85                        ,-4.18                        ,           70.08 ,                         13.57 ,                 29.96 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-02-14   ,-0.34                       ,-0.56                        ,           98.55 ,                         16.92 ,                 29.84 ,Kuzeydoğu          ,Kar Yağışı
2021-02-15   ,0.71                        ,-0.53                        ,           92.84 ,                         17.16 ,                 29.87 ,Kuzeydoğu-Kuzey    ,29.87
2021-02-16   ,-0.25                       ,-2.68                        ,           84.82 ,                         18.45 ,                 29.82 ,Kuzeydoğu-Kuzey    ,29.84
2021-02-17   ,0.0                         ,-1.61                        ,           89.94 ,                          8.14 ,                 29.79 ,Kuzey              ,29.78
2021-02-18   ,2.65                        ,-0.01                        ,           83.04 ,                          7.88 ,                 29.76 ,Güney              ,Çoğunlukla Bulutlu
2021-02-19   ,2.81                        ,-0.43                        ,           79.75 ,                          8.56 ,                 30.01 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-02-20   ,2.05                        ,-2.89                        ,           70.94 ,                          6.2  ,                 30.04 ,Kuzeydoğu-Doğu     ,Açık
2021-02-21   ,3.97                        ,-1.0                         ,           71.25 ,                          8.42 ,                 30.08 ,Kuzeydoğu-Kuzey    ,Açık
2021-02-22   ,4.86                        ,0.35                         ,           76.02 ,                          5.75 ,                 30.09 ,Kuzeydoğu          ,Açık
2021-02-23   ,6.84                        ,2.36                         ,           74.47 ,                          4.94 ,                 30.08 ,Kuzeydoğu-Doğu     ,Açık
2021-02-24   ,5.97                        ,4.01                         ,           87.6  ,                          8.28 ,                 30.14 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-02-25   ,7.55                        ,4.82                         ,           84.1  ,                         10.98 ,                 30.16 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-02-26   ,7.88                        ,3.89                         ,           77.83 ,                          8.73 ,                 30.01 ,Kuzeydoğu-Kuzey    ,Açık
2021-02-27   ,7.58                        ,4.2                          ,           79.56 ,                          5.6  ,                 29.78 ,Kuzeydoğu-Doğu     ,Açık
2021-02-28   ,7.49                        ,3.65                         ,           77.31 ,                         13.33 ,                 29.96 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-03-01   ,5.81                        ,1.08                         ,           74.73 ,                          6.15 ,                 29.98 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2021-03-02   ,5.73                        ,3.14                         ,           84.88 ,                         11.84 ,                 30.04 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-03-03   ,5.27                        ,2.21                         ,           81.88 ,                          7.52 ,                 30.04 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2021-03-04   ,5.87                        ,1.03                         ,           73.85 ,                          5.69 ,                 29.9  ,Güneybatı          ,Açık
2021-03-05   ,10.2                        ,0.43                         ,           55.94 ,                          6.48 ,                 29.7  ,Batı               ,Açık
2021-03-06   ,10.62                       ,4.58                         ,           69.02 ,                         13.55 ,                 29.8  ,Batı               ,Açık
2021-03-07   ,4.98                        ,1.59                         ,           80.19 ,                         14.27 ,                 29.94 ,Kuzeydoğu          ,29.99
2021-03-08   ,4.84                        ,-0.74                        ,           70.08 ,                          4.52 ,                 29.74 ,Değişken           ,Açık
2021-03-09   ,7.85                        ,2.01                         ,           68.52 ,                          7.92 ,                 29.71 ,Kuzeydoğu-Kuzey    ,Açık
2021-03-10   ,8.58                        ,4.98                         ,           79.18 ,                         12.2  ,                 29.57 ,Kuzeydoğu-Kuzey    ,Açık
2021-03-11   ,6.13                        ,3.36                         ,           82.82 ,                         16.67 ,                 29.59 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-03-12   ,5.88                        ,-0.96                        ,           61.96 ,                          5.29 ,                 29.81 ,Kuzey              ,Parçalı Bulutlu
2021-03-13   ,8.09                        ,1.65                         ,           65.73 ,                          3.85 ,                 29.71 ,Değişken           ,Açık
2021-03-14   ,11.28                       ,3.53                         ,           62.06 ,                          4.04 ,                 29.6  ,Değişken           ,Açık
2021-03-15   ,13.33                       ,5.73                         ,           61.61 ,                          4.96 ,                 29.31 ,Değişken           ,Açık
2021-03-16   ,9.82                        ,5.24                         ,           73.57 ,                         14.61 ,                 29.19 ,Güneybatı          ,Çoğunlukla Bulutlu
2021-03-17   ,7.2                         ,4.25                         ,           82.53 ,                         10.96 ,                 29.29 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2021-03-18   ,6.9                         ,3.49                         ,           80.25 ,                          7.9  ,                 29.52 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2021-03-19   ,7.35                        ,3.7                          ,           80.12 ,                          5.86 ,                 29.61 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-03-20   ,7.35                        ,5.34                         ,           87.69 ,                         10.96 ,                 29.7  ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-03-21   ,6.3                         ,5.3                          ,           93.75 ,                         15.02 ,                 29.57 ,Kuzeydoğu          ,Yağmur Yağışı
2021-03-22   ,9.07                        ,6.95                         ,           86.88 ,                          9.81 ,                 29.23 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-03-23   ,5.94                        ,4.12                         ,           88.78 ,                         16.8  ,                 29.4  ,Kuzeydoğu-Kuzey    ,29.4
2021-03-24   ,3.48                        ,-0.3                         ,           76.52 ,                         11.88 ,                 29.5  ,Kuzey              ,Çoğunlukla Bulutlu
2021-03-25   ,3.51                        ,-1.25                        ,           72.33 ,                          7.63 ,                 29.7  ,Kuzey              ,Çoğunlukla Bulutlu
2021-03-26   ,5.7                         ,-0.17                        ,           67.2  ,                          8.02 ,                 29.87 ,Batı               ,Çoğunlukla Bulutlu
2021-03-27   ,8.88                        ,1.42                         ,           61.96 ,                          6.15 ,                 30.01 ,Batı-Güneybatı     ,Açık
2021-03-28   ,9.91                        ,1.85                         ,           59.15 ,                          5.67 ,                 30.02 ,Batı-Güneybatı     ,Açık
2021-03-29   ,9.54                        ,2.8                          ,           64.62 ,                          8.65 ,                 30.05 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-03-30   ,5.79                        ,3.04                         ,           83.33 ,                          7.14 ,                 29.93 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-03-31   ,6.96                        ,4.6                          ,           85.55 ,                         16.33 ,                 29.83 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-04-01   ,6.72                        ,2.98                         ,           78.0  ,                         11.75 ,                 29.71 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-04-02   ,9.55                        ,4.42                         ,           72.27 ,                          7.27 ,                 29.63 ,Güneybatı          ,Açık
2021-04-03   ,15.15                       ,7.04                         ,           59.15 ,                         12.23 ,                 29.57 ,Batı-Güneybatı     ,Açık
2021-04-04   ,12.31                       ,8.25                         ,           77.49 ,                         13.04 ,                 29.55 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-04-05   ,7.63                        ,6.58                         ,           91.94 ,                         10.14 ,                 29.59 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-04-06   ,13.47                       ,9.64                         ,           79.5  ,                          4.62 ,                 29.39 ,Değişken           ,Açık
2021-04-07   ,15.54                       ,9.61                         ,           68.96 ,                         17.9  ,                 29.37 ,Batı               ,Çoğunlukla Bulutlu
2021-04-08   ,6.08                        ,4.67                         ,           90.63 ,                         17.45 ,                 29.67 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-04-09   ,5.49                        ,1.57                         ,           76.16 ,                         10.8  ,                 29.94 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-04-10   ,6.39                        ,0.35                         ,           68.33 ,                          9.5  ,                 29.95 ,Kuzeydoğu-Kuzey    ,Açık
2021-04-11   ,6.92                        ,0.64                         ,           68.12 ,                          7.52 ,                 29.92 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-04-12   ,9.82                        ,2.45                         ,           61.94 ,                          5.94 ,                 29.87 ,Güneybatı          ,Açık
2021-04-13   ,13.16                       ,2.98                         ,           52.62 ,                          3.69 ,                 29.74 ,Değişken           ,Açık
2021-04-14   ,15.5                        ,7.45                         ,           60.76 ,                         10.2  ,                 29.61 ,Batı               ,Çoğunlukla Bulutlu
2021-04-15   ,11.55                       ,7.42                         ,           76.17 ,                         13.94 ,                 29.67 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-04-16   ,10.3                        ,6.4                          ,           76.62 ,                         12.29 ,                 29.73 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-04-17   ,10.89                       ,6.8                          ,           76.8  ,                         16.66 ,                 29.66 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-04-18   ,11.03                       ,9.26                         ,           89.46 ,                          9.06 ,                 29.6  ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-04-19   ,11.09                       ,9.8                          ,           92.4  ,                         11.94 ,                 29.58 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-04-20   ,12.79                       ,8.26                         ,           74.92 ,                         10.0  ,                 29.55 ,Batı-Güneybatı     ,Parçalı Bulutlu
2021-04-21   ,13.1                        ,6.96                         ,           68.22 ,                          6.26 ,                 29.72 ,Batı-Güneybatı     ,Açık
2021-04-22   ,14.05                       ,7.22                         ,           65.79 ,                          5.42 ,                 29.83 ,Batı-Güneybatı     ,Açık
2021-04-23   ,16.24                       ,7.75                         ,           58.92 ,                          6.58 ,                 29.77 ,Batı               ,Açık
2021-04-24   ,13.78                       ,10.63                        ,           82.1  ,                         11.08 ,                 29.77 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-04-25   ,9.91                        ,8.14                         ,           89.82 ,                         16.39 ,                 29.67 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-04-26   ,11.97                       ,5.87                         ,           68.0  ,                         10.35 ,                 29.69 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-04-27   ,14.29                       ,4.68                         ,           56.69 ,                          4.92 ,                 29.6  ,Batı               ,Açık
2021-04-28   ,16.19                       ,9.04                         ,           65.1  ,                          8.69 ,                 29.57 ,Kuzeydoğu          ,Açık
2021-04-29   ,15.06                       ,10.8                         ,           78.08 ,                         12.14 ,                 29.61 ,Kuzeydoğu          ,Açık
2021-04-30   ,18.25                       ,11.26                        ,           66.21 ,                          7.9  ,                 29.66 ,Kuzeydoğu          ,Açık
2021-05-01   ,22.66                       ,11.78                        ,           51.96 ,                          5.0  ,                 29.62 ,Güneybatı          ,Açık
2021-05-02   ,24.51                       ,12.37                        ,           48.42 ,                          7.33 ,                 29.52 ,Batı               ,Açık
2021-05-03   ,22.92                       ,11.91                        ,           50.83 ,                          9.33 ,                 29.53 ,Batı               ,Açık
2021-05-04   ,18.28                       ,12.52                        ,           70.24 ,                         12.06 ,                 29.66 ,Kuzeydoğu-Kuzey    ,Açık
2021-05-05   ,18.22                       ,10.88                        ,           64.52 ,                          9.46 ,                 29.53 ,Kuzeydoğu-Kuzey    ,Açık
2021-05-06   ,18.52                       ,12.46                        ,           69.22 ,                          6.38 ,                 29.56 ,Batı-Güneybatı     ,Açık
2021-05-07   ,21.9                        ,11.56                        ,           55.42 ,                          5.9  ,                 29.6  ,Kuzeydoğu-Doğu     ,Açık
2021-05-08   ,18.01                       ,12.69                        ,           72.88 ,                         10.6  ,                 29.6  ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-05-09   ,13.8                        ,7.99                         ,           70.61 ,                         14.86 ,                 29.89 ,Kuzeydoğu          ,Açık
2021-05-10   ,12.95                       ,5.83                         ,           64.29 ,                         16.59 ,                 29.85 ,Kuzeydoğu          ,Açık
2021-05-11   ,13.3                        ,5.73                         ,           63.48 ,                         15.02 ,                 29.7  ,Kuzeydoğu          ,Açık
2021-05-12   ,15.01                       ,6.78                         ,           59.6  ,                         11.38 ,                 29.51 ,Kuzeydoğu-Kuzey    ,Açık
2021-05-13   ,18.37                       ,5.87                         ,           46.29 ,                          6.54 ,                 29.42 ,Kuzeydoğu-Doğu     ,Açık
2021-05-14   ,21.42                       ,9.79                         ,           49.12 ,                          7.08 ,                 29.52 ,Batı-Güneybatı     ,Açık
2021-05-15   ,21.13                       ,10.64                        ,           53.06 ,                          5.98 ,                 29.53 ,Değişken           ,Açık
2021-05-16   ,19.33                       ,13.09                        ,           68.81 ,                          7.88 ,                 29.43 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-05-17   ,19.36                       ,13.07                        ,           69.35 ,                          8.27 ,                 29.45 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2021-05-18   ,19.44                       ,13.19                        ,           69.15 ,                          8.08 ,                 29.47 ,Batı               ,Çoğunlukla Bulutlu
2021-05-19   ,20.89                       ,9.39                         ,           53.73 ,                          5.42 ,                 29.56 ,Değişken           ,Açık
2021-05-20   ,21.37                       ,11.67                        ,           54.77 ,                         12.33 ,                 29.39 ,Kuzeydoğu          ,Açık
2021-05-21   ,15.15                       ,12.82                        ,           86.85 ,                         17.7  ,                 29.49 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-05-22   ,15.76                       ,12.12                        ,           79.08 ,                          7.65 ,                 29.73 ,Batı               ,Çoğunlukla Bulutlu
2021-05-23   ,18.88                       ,10.79                        ,           62.54 ,                          4.25 ,                 29.73 ,Güneybatı          ,Açık
2021-05-24   ,20.61                       ,13.3                         ,           64.81 ,                          7.35 ,                 29.76 ,Güneybatı-Güney    ,Açık
2021-05-25   ,19.53                       ,13.22                        ,           68.4  ,                         13.46 ,                 29.77 ,Kuzeydoğu-Kuzey    ,Açık
2021-05-26   ,18.65                       ,13.85                        ,           75.08 ,                         16.15 ,                 29.63 ,Kuzeydoğu          ,Açık
2021-05-27   ,17.89                       ,14.4                         ,           81.02 ,                         14.85 ,                 29.53 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-05-28   ,18.53                       ,14.6                         ,           78.86 ,                          9.44 ,                 29.47 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-05-29   ,17.71                       ,14.42                        ,           81.76 ,                          7.86 ,                 29.59 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2021-05-30   ,19.72                       ,14.37                        ,           72.96 ,                          8.98 ,                 29.61 ,Kuzeydoğu          ,Açık
2021-05-31   ,17.4                        ,15.64                        ,           89.66 ,                         10.58 ,                 29.51 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-06-01   ,16.11                       ,12.59                        ,           81.15 ,                          7.8  ,                 29.47 ,Batı               ,Çoğunlukla Bulutlu
2021-06-02   ,14.22                       ,11.24                        ,           81.4  ,                          6.13 ,                 29.68 ,Değişken           ,Çoğunlukla Bulutlu
2021-06-03   ,15.05                       ,12.1                         ,           82.75 ,                          6.04 ,                 29.78 ,Değişken           ,Çoğunlukla Bulutlu
2021-06-04   ,16.97                       ,12.05                        ,           75.17 ,                          5.94 ,                 29.83 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2021-06-05   ,17.67                       ,10.84                        ,           66.5  ,                          6.17 ,                 29.79 ,Kuzeydoğu          ,Açık
2021-06-06   ,19.9                        ,10.52                        ,           58.08 ,                          4.58 ,                 29.7  ,Güneybatı          ,Açık
2021-06-07   ,21.56                       ,12.46                        ,           57.19 ,                          6.75 ,                 29.66 ,Kuzeydoğu-Kuzey    ,Açık
2021-06-08   ,20.33                       ,14.49                        ,           70.02 ,                          8.67 ,                 29.61 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-06-09   ,20.54                       ,13.98                        ,           68.21 ,                         10.31 ,                 29.55 ,Kuzeydoğu          ,Açık
2021-06-10   ,21.11                       ,16.26                        ,           75.59 ,                         10.71 ,                 29.51 ,Kuzeydoğu          ,Açık
2021-06-11   ,21.62                       ,16.32                        ,           74.5  ,                         10.82 ,                 29.55 ,Kuzeydoğu          ,Açık
2021-06-12   ,21.84                       ,16.59                        ,           73.31 ,                         10.2  ,                 29.59 ,Kuzeydoğu-Kuzey    ,Açık
2021-06-13   ,21.6                        ,15.45                        ,           69.88 ,                          7.79 ,                 29.54 ,Batı-Güneybatı     ,Parçalı Bulutlu
2021-06-14   ,17.32                       ,15.27                        ,           88.36 ,                          9.0  ,                 29.53 ,Kuzeydoğu-Kuzey    ,29.55
2021-06-15   ,17.32                       ,12.85                        ,           76.35 ,                          7.33 ,                 29.54 ,Güneybatı          ,Çoğunlukla Bulutlu
2021-06-16   ,16.77                       ,15.32                        ,           91.45 ,                         12.02 ,                 29.48 ,Batı-Güneybatı     ,29.46
2021-06-17   ,19.7                        ,16.69                        ,           83.4  ,                          5.92 ,                 29.67 ,Batı               ,Parçalı Bulutlu
2021-06-18   ,21.03                       ,17.42                        ,           80.4  ,                          7.38 ,                 29.61 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2021-06-19   ,20.61                       ,18.16                        ,           86.9  ,                          6.55 ,                 29.54 ,Batı-Güneybatı     ,Parçalı Bulutlu
2021-06-20   ,20.97                       ,18.01                        ,           84.54 ,                          9.04 ,                 29.51 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2021-06-21   ,21.7                        ,17.84                        ,           79.69 ,                          9.35 ,                 29.53 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-06-22   ,22.87                       ,17.86                        ,           74.84 ,                          5.48 ,                 29.56 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2021-06-23   ,23.13                       ,18.65                        ,           77.38 ,                          6.62 ,                 29.61 ,Kuzeydoğu-Kuzey    ,Açık
2021-06-24   ,23.09                       ,18.72                        ,           78.06 ,                          6.28 ,                 29.66 ,Kuzeydoğu          ,Açık
2021-06-25   ,25.9                        ,20.6                         ,           73.35 ,                          6.42 ,                 29.59 ,Güneybatı          ,Açık
2021-06-26   ,25.41                       ,20.62                        ,           75.76 ,                          6.59 ,                 29.55 ,Kuzeydoğu          ,Açık
2021-06-27   ,25.49                       ,20.88                        ,           75.79 ,                          7.54 ,                 29.57 ,Kuzeydoğu          ,Açık
2021-06-28   ,25.02                       ,21.04                        ,           79.57 ,                         11.39 ,                 29.65 ,Kuzeydoğu          ,Açık
2021-06-29   ,24.9                        ,20.25                        ,           76.77 ,                         11.06 ,                 29.65 ,Kuzeydoğu          ,Açık
2021-06-30   ,25.14                       ,19.61                        ,           73.86 ,                         11.53 ,                 29.59 ,Kuzeydoğu          ,Açık
2021-07-01   ,26.61                       ,18.15                        ,           66.1  ,                          6.23 ,                 29.49 ,Kuzeydoğu-Doğu     ,Açık
2021-07-02   ,25.83                       ,21.41                        ,           76.25 ,                         14.19 ,                 29.39 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-07-03   ,23.07                       ,20.22                        ,           84.18 ,                          8.76 ,                 29.43 ,Kuzey              ,Çoğunlukla Bulutlu
2021-07-04   ,22.35                       ,17.73                        ,           75.42 ,                          7.36 ,                 29.48 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2021-07-05   ,24.5                        ,17.94                        ,           68.2  ,                          7.63 ,                 29.43 ,Batı-Güneybatı     ,Açık
2021-07-06   ,21.85                       ,19.88                        ,           88.72 ,                          8.0  ,                 29.44 ,Batı               ,Çoğunlukla Bulutlu
2021-07-07   ,23.68                       ,21.25                        ,           85.9  ,                          7.69 ,                 29.58 ,Kuzey              ,Çoğunlukla Bulutlu
2021-07-08   ,23.64                       ,21.15                        ,           85.82 ,                         11.62 ,                 29.68 ,Kuzey              ,Çoğunlukla Bulutlu
2021-07-09   ,24.76                       ,20.51                        ,           78.44 ,                         15.69 ,                 29.67 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-07-10   ,24.69                       ,20.02                        ,           77.31 ,                         13.42 ,                 29.57 ,Kuzeydoğu          ,Açık
2021-07-11   ,25.14                       ,21.25                        ,           80.02 ,                         10.27 ,                 29.52 ,Kuzeydoğu          ,Açık
2021-07-12   ,25.08                       ,21.6                         ,           81.64 ,                          8.6  ,                 29.54 ,Kuzeydoğu-Kuzey    ,Açık
2021-07-13   ,25.46                       ,20.52                        ,           75.9  ,                          9.8  ,                 29.57 ,Kuzeydoğu          ,Açık
2021-07-14   ,25.13                       ,21.37                        ,           80.24 ,                         10.48 ,                 29.57 ,Kuzeydoğu          ,Açık
2021-07-15   ,26.03                       ,20.96                        ,           76.76 ,                         12.18 ,                 29.53 ,Kuzeydoğu          ,Açık
2021-07-16   ,26.64                       ,21.26                        ,           74.62 ,                         14.25 ,                 29.44 ,Kuzeydoğu          ,Açık
2021-07-17   ,26.92                       ,23.4                         ,           82.73 ,                         10.71 ,                 29.34 ,Kuzeydoğu          ,Açık
2021-07-18   ,27.11                       ,23.38                        ,           81.51 ,                         12.88 ,                 29.31 ,Kuzeydoğu          ,Açık
2021-07-19   ,27.35                       ,23.59                        ,           81.6  ,                          7.31 ,                 29.36 ,Güneybatı          ,Parçalı Bulutlu
2021-07-20   ,27.97                       ,21.02                        ,           68.94 ,                          6.71 ,                 29.44 ,Batı-Güneybatı     ,Açık
2021-07-21   ,26.25                       ,21.15                        ,           73.5  ,                          8.12 ,                 29.51 ,Kuzeydoğu          ,Açık
2021-07-22   ,23.99                       ,18.31                        ,           70.73 ,                         11.58 ,                 29.59 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2021-07-23   ,23.28                       ,16.86                        ,           68.69 ,                         11.14 ,                 29.58 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-07-24   ,22.78                       ,17.43                        ,           72.46 ,                         12.64 ,                 29.56 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-07-25   ,24.53                       ,18.45                        ,           70.27 ,                         14.08 ,                 29.61 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-07-26   ,25.36                       ,20.16                        ,           74.19 ,                         12.48 ,                 29.69 ,Kuzeydoğu          ,Açık
2021-07-27   ,25.51                       ,21.16                        ,           79.12 ,                          9.42 ,                 29.72 ,Kuzeydoğu          ,Açık
2021-07-28   ,26.61                       ,20.96                        ,           74.13 ,                         11.75 ,                 29.67 ,Kuzeydoğu          ,Açık
2021-07-29   ,27.44                       ,19.13                        ,           63.69 ,                         10.69 ,                 29.58 ,Kuzeydoğu          ,Açık
2021-07-30   ,28.19                       ,16.49                        ,           50.33 ,                          9.04 ,                 29.5  ,Kuzeydoğu          ,Açık
2021-07-31   ,29.04                       ,19.06                        ,           55.69 ,                          9.27 ,                 29.46 ,Kuzeydoğu-Kuzey    ,Açık
2021-08-01   ,28.32                       ,20.91                        ,           65.83 ,                         11.44 ,                 29.51 ,Kuzeydoğu-Kuzey    ,Açık
2021-08-02   ,29.21                       ,16.53                        ,           49.6  ,                          6.19 ,                 29.51 ,Kuzeydoğu          ,Açık
2021-08-03   ,29.33                       ,19.13                        ,           57.46 ,                          7.71 ,                 29.54 ,Kuzeydoğu-Doğu     ,Açık
2021-08-04   ,28.31                       ,23.04                        ,           75.71 ,                          9.42 ,                 29.61 ,Kuzeydoğu-Kuzey    ,Açık
2021-08-05   ,29.16                       ,19.43                        ,           59.33 ,                          7.45 ,                 29.52 ,Kuzeydoğu          ,Açık
2021-08-06   ,30.55                       ,15.37                        ,           43.46 ,                          7.12 ,                 29.26 ,Kuzey              ,Açık
2021-08-07   ,26.42                       ,18.76                        ,           63.39 ,                         13.76 ,                 29.42 ,Kuzey              ,Çoğunlukla Bulutlu
2021-08-08   ,25.21                       ,17.94                        ,           65.48 ,                          9.38 ,                 29.63 ,Kuzeydoğu-Kuzey    ,Açık
2021-08-09   ,24.64                       ,16.92                        ,           64.96 ,                          8.31 ,                 29.69 ,Kuzeydoğu          ,Açık
2021-08-10   ,25.58                       ,16.84                        ,           60.98 ,                          7.1  ,                 29.65 ,Kuzeydoğu-Doğu     ,Açık
2021-08-11   ,26.03                       ,18.77                        ,           65.5  ,                          7.92 ,                 29.59 ,Kuzeydoğu          ,Açık
